dr_str_per_node,dr_circuity,dr_self_loop,dr_str_density,dr_clean_int_density,dr_avg_cluster,bk_str_per_node,bk_circuity,bk_self_loop,bk_str_density,bk_clean_int_desnity,bk_avg_cluster,bk_dr_ratio,total_pop,pop_density,pop_white,pop_black,pop_latin,edu_bachelor,hh_income_median,rent_burden_median,two_plus_units,renters,under_18,cmute_drive,cmute_carpool,cmute_transit,cmute_travel_time,cmute_work_in_county,no_vehicle,n_vehicle_avail,area_sqkm,kgco2_sum,emissions_per_cap,fips5
0.18883133026321142,0.24827686136917215,0.0405369834166886,0.6807197778898519,0.07438037999043162,0.1693693693693696,0.17816451048954263,0.22525302662953894,0.0359778597785977,0.5710848145680745,0.0449304638313377,0.3139635464936661,0.05130696526186743,0.44473005389072073,0.3475790443548478,0.868955411346033,0.0490544972437373,0.0477984788221338,0.1108785151071104,0.6926159999236914,0.36,0.092,0.25,0.2376077586206896,0.7942815249266862,0.0835777126099706,0.0011730205278592,0.6902005983618617,0.292,0.023,0.8844348405270742,0.37176842766384943,0.6779587388709525,0.6783139579329646,51043
0.558549976759098,0.17003428131877563,0.0134014039566049,0.9240385742964694,0.6111064344127226,0.1532118055555557,0.6522692176354259,0.18957420057979468,0.0100297758971947,0.9709444843545376,0.6901467069520345,0.2757557332508378,0.0974789781327345,0.5018418983034482,0.6999036121462365,0.6000355429180736,0.2127243646703394,0.1068775546472365,0.1440554469521947,0.5714849548157819,0.307,0.484,0.64,0.2631730492369709,0.7151894382176992,0.090971601457746,0.0441449494602214,0.47287753200255034,0.387,0.039,0.6474361644520347,0.0,0.7100214965996499,0.6711901225971942,51630
0.3395660427924616,0.17225151576488384,0.0176195974097685,0.7731451592658962,0.18704155498129135,0.1557447890188105,0.43867578482963165,0.19971473750718416,0.0135810481908161,0.7619118396289362,0.19384341032390784,0.2995000316065765,0.07701325836236733,0.7366962564137378,0.627862557318131,0.4461612865297285,0.202234877308031,0.2241577059341605,0.1513589181010863,0.8695470418302182,0.308,0.163,0.275,0.4149857149010093,0.753182467186183,0.1231055718979546,0.0526182243553353,0.8387365736426505,0.3779999999999999,0.0139999999999999,0.8426513621027203,0.45874075540680215,0.8320575909627979,0.6285017834007275,51153
0.25411694099335325,0.19004221959427792,0.0188869302442709,0.5563456176085682,0.03983888231111176,0.1673898071625347,0.315030950748173,0.17862051488549713,0.0125142207053469,0.4241022684434821,0.01915224489726084,0.3123817204048286,0.053287489313336184,0.514933610417259,0.3160998515436825,0.603380024360536,0.2834348355663824,0.0883373934226553,0.081851400730816,0.41214196244462276,0.299,0.055,0.3,0.2144441159077469,0.80027458631404,0.1056434713490859,0.004696871161211,0.3070773456275442,0.792,0.042,0.7498893551880702,0.52465696283772,0.6984824887342387,0.6437541794068397,51001
0.33656279925087573,0.14643033796909277,0.0047885075818036,0.6132805314400767,0.04163122575545913,0.1562350119904077,0.2206006765804338,0.1564314713378736,0.0178840550587762,0.5810018011989284,0.06670099436963746,0.3322738213484287,0.08503467544763468,0.49372872771363996,0.40044811726443796,0.7379126897199186,0.1638241276795493,0.0464716006884681,0.1420747926772023,0.7773362804979866,0.259,0.0559999999999999,0.244,0.3342621489077129,0.8263354234463053,0.1035796491785062,0.0141281054051908,0.7138653195350432,0.463,0.021,0.8797538218019746,0.3776696878243423,0.6719209621888773,0.6263772163515897,51099
0.4164157864801372,0.1675742471948558,0.0079141019114175,0.7180550799854952,0.12909374270775006,0.1517059178743969,0.44028219693438353,0.20581908971148688,0.0150858120075734,0.7035206197405668,0.14124782668423166,0.2995644549087097,0.079639448321018,0.7210165817567953,0.5668041435049326,0.5768158736430673,0.071924775335195,0.13462801488688,0.2261572306558664,0.9999999999999991,0.281,0.1639999999999999,0.221,0.4536475980840732,0.7723430920393022,0.0920192500501303,0.0373019851614196,0.663495021825494,0.491,0.013,0.8283469404756947,0.5143294606804157,0.8090188006833512,0.6110110164150837,51107
0.6530985464853973,0.08380776498586151,0.002082754790336,0.9896600703650293,0.9352600179053291,0.1404729642534522,0.4901615404056898,0.1264253593429936,0.0058672533920058,0.9833031310003122,0.7885524730061664,0.2621522178026754,0.0605750721322286,0.6795561926809379,0.8208102751900517,0.6228358325999634,0.0853511898019465,0.1554758772120905,0.2598482142079169,0.9241223411739989,0.264,0.615,0.555,0.2100772163033916,0.5337443196314915,0.0623719977657791,0.2599419378417703,0.5185394085045858,0.337,0.079,0.5624171200982131,0.11764631353475175,0.7872306007160006,0.6182122517900316,51013
0.11320356146333821,0.16934121223649612,0.0166376168594517,0.676332449259607,0.08732369418391561,0.1628401360544221,0.0930277286564658,0.1401211738382928,0.0137609462072102,0.5728577481036112,0.050208763163164,0.3414786626800758,0.0545236024464691,0.43147468734504524,0.3150894898305896,0.6992002611392198,0.2848865676513791,0.0048147543659213,0.1254284315325608,0.5661343304804527,0.324,0.031,0.148,0.1967440249393834,0.8586626139817629,0.0586191923577941,0.0043421623968736,0.3957526117023885,0.495,0.013,0.8498600838907833,0.3951225537686175,0.6255725268449295,0.6185717597848498,51133
0.2763410746632293,0.17412937847013055,0.0075104654026101,0.7075369248662531,0.10034205265601495,0.1558357348703178,0.2784401358804536,0.17038529044867334,0.0112866817155756,0.6794817827106296,0.12092907126490686,0.3141151399671609,0.08049063033629944,0.6383948679452618,0.5314101142641203,0.6373451214587805,0.1638223563499316,0.1169957282213674,0.1445887261881991,0.8795533688745341,0.304,0.083,0.242,0.4027125372146874,0.7447444483609447,0.1376101515685583,0.0413112442721184,0.8397174947275489,0.345,0.01,0.8890323655600448,0.43126845931319446,0.6639052989707521,0.48651141253829155,51179
0.31661634785673365,0.1884551023505212,0.0092121030557219,0.8813260834162098,0.4142635577799801,0.1615049798048182,0.4465854542966865,0.20942540804978704,0.0091917385543396,0.8717541634198414,0.3744106547308108,0.2786758404375885,0.0693101041468392,0.7785595678958812,0.6773529788895489,0.5307074276931071,0.2625874069102875,0.1277345103048147,0.196407115950814,0.6917060237664456,0.286,0.229,0.357,0.3272039393354011,0.7959891688388452,0.0853526384314519,0.011041500813402,0.6028495757516307,0.5710000000000001,0.021,0.7512205025885932,0.45949896572785387,0.8610569652455418,0.6307913206409221,13067
